[Sun Dec 21 16:04:45 2025] URL: https://www.iana.org/domains/example | Size: 80 bytes
[Sun Dec 21 16:05:49 2025] URL: https://www.youtube.com | Size: 699708 bytes
[Sun Dec 21 16:05:50 2025] URL: https://www.youtube.com/s/desktop/ba2eeb09/img/favicon.ico | Size: 1150 bytes
[Sun Dec 21 16:05:50 2025] URL: https://www.youtube.com/s/desktop/ba2eeb09/img/favicon_32x32.png | Size: 3214 bytes
[Sun Dec 21 16:05:51 2025] URL: https://www.youtube.com/s/desktop/ba2eeb09/img/favicon_48x48.png | Size: 3490 bytes
[Sun Dec 21 16:05:51 2025] URL: https://www.youtube.com/s/desktop/ba2eeb09/img/favicon_96x96.png | Size: 4249 bytes
[Sun Dec 21 16:05:52 2025] URL: https://www.youtube.com/s/desktop/ba2eeb09/img/favicon_144x144.png | Size: 5020 bytes
[Sun Dec 21 16:05:53 2025] URL: https://www.youtube.com/ | Size: 699889 bytes
[Sun Dec 21 16:05:54 2025] URL: https://m.youtube.com/ | Size: 0 bytes
[Sun Dec 21 16:05:55 2025] URL: https://www.youtube.com/android-app://com.google.android.youtube/http/www.youtube.com/ | Size: 0 bytes
[Sun Dec 21 16:05:55 2025] URL: https://www.youtube.com/ios-app://544007664/vnd.youtube/www.youtube.com/ | Size: 0 bytes
[Sun Dec 21 16:05:56 2025] URL: https://www.youtube.com//fonts.googleapis.com/css2?family=Roboto:wght@300;400;500;700&family=YouTube+Sans:wght@300..900&display=swap | Size: 0 bytes
[Sun Dec 21 16:05:56 2025] URL: https://www.youtube.com/s/desktop/ba2eeb09/cssbin/www-main-desktop-home-page-skeleton-rtl.css | Size: 4346 bytes
[Sun Dec 21 16:05:57 2025] URL: https://www.youtube.com/s/desktop/ba2eeb09/cssbin/www-onepick-rtl.css | Size: 797 bytes
[Sun Dec 21 16:06:02 2025] URL: https://www.youtube.com/s/_/ytmainappweb/_/ss/k=ytmainappweb.kevlar_base.7Soe0fZpJfA.R.X.O/am=AAAAIBAgCQ/d=0/rs=AGKMywGPDnrcIMbh9Ek0yIX-hcA-NgRk3g | Size: 3302746 bytes
[Sun Dec 21 16:06:03 2025] URL: https://www.youtube.com/opensearch?locale=ur_PK | Size: 555 bytes
[Sun Dec 21 16:06:04 2025] URL: https://www.youtube.com/manifest.webmanifest | Size: 1879 bytes
[Sun Dec 21 16:06:04 2025] URL: https://www.youtube.com/about/ | Size: 219 bytes
[Sun Dec 21 16:06:05 2025] URL: https://www.youtube.com/about/press/ | Size: 218 bytes
[Sun Dec 21 16:06:05 2025] URL: https://www.youtube.com/about/copyright/ | Size: 256 bytes
[Sun Dec 21 16:06:06 2025] URL: https://www.youtube.com/t/contact_us/ | Size: 8467 bytes
[Sun Dec 21 16:06:06 2025] URL: https://www.youtube.com/img/favicon.ico | Size: 1150 bytes
[Sun Dec 21 16:06:07 2025] URL: https://www.youtube.com/img/favicon_32.png | Size: 348 bytes
[Sun Dec 21 16:06:07 2025] URL: https://www.youtube.com/img/favicon_48.png | Size: 15279 bytes
[Sun Dec 21 16:06:08 2025] URL: https://www.youtube.com/img/favicon_96.png | Size: 15346 bytes
[Sun Dec 21 16:06:08 2025] URL: https://www.youtube.com/img/favicon_144.png | Size: 16275 bytes
[Sun Dec 21 16:06:09 2025] URL: https://fonts.googleapis.com/css?family=YouTube+Sans:600 | Size: 314 bytes
[Sun Dec 21 16:06:09 2025] URL: https://fonts.googleapis.com/css?family=Roboto:400,500 | Size: 474 bytes
[Sun Dec 21 16:06:09 2025] URL: https://www.youtube.com/yt/about | Size: 226 bytes
[Sun Dec 21 16:06:10 2025] URL: https://www.youtube.com/t/community_guidelines | Size: 0 bytes
[Sun Dec 21 16:06:10 2025] URL: https://www.youtube.com/yt/jobs | Size: 225 bytes
[Sun Dec 21 16:06:16 2025] URL: https://support.google.com/youtube/ | Size: 1181726 bytes
[Sun Dec 21 16:06:16 2025] URL: https://support.google.com/forum/p/youtube | Size: 224 bytes
